,0,1
human: admiring,1.9574281200809596,-7.5120181762704155
human: affectionate,-3.6091985518861467,-8.898665331996643
human: angry,2.532206615992288,9.255019081787498
human: annoyed,0.7374233636192774,10.948905545007808
human: anxious,-7.019037931292981,4.499268285049751
human: apologetic,3.5382112522112124,5.90557002240104
human: appreciative,4.534860099848285,-10.119008092171134
human: concerned,-10.252358234126827,5.440957385323219
human: confused,-3.1535440960546417,6.476032743275667
human: curious,-8.52749993714006,-2.0829108139246317
human: defensive,1.2293477538617545,7.020138556861255
human: descriptive,8.453286612415564,-0.8859989153482855
human: desperate,-5.314672299625237,5.270211655162047
human: disappointed,-1.7001923276401607,10.640676078036712
human: encouraging,-0.9827855457106159,-7.468890233975401
human: excited,1.2951435282578214,-12.502858830894988
human: friendly,-2.3883788516145468,-11.657733167517613
human: frustrated,-3.88771959694666,10.783624296303723
human: grateful,8.021492374641525,-8.138456882689397
human: happy,5.302080928572636,-12.930343849846816
human: indignant,1.1904720208599961,8.36314489335504
human: irritated,-0.2981308522785006,11.484077589100718
human: joyful,3.845239938534643,-13.068605405976264
human: nostalgic,1.8368260140653179,-0.8274338652872448
human: pleased,6.706780617301894,-11.662379595600731
human: proud,4.0803981431895044,-4.934153517510051
human: reassuring,-1.572205828795041,-5.299416069128991
human: reflective,-6.60150799986236,-4.688196258454277
human: relieved,6.419113906207149,-3.1604135591607716
human: resigned,-1.5248914120714865,5.250969452709203
human: sad,-3.6295294853096913,7.787242079787365
human: sarcastic,3.8745631863064305,4.709493706578559
human: shocked,7.064945671779663,4.023960924972331
human: skeptical,0.45234256182827964,4.210929512567616
human: surprised,7.592001665308293,1.7605198864241516
human: sympathetic,-3.32472841738298,-0.1365857790858636
human: thankful,7.2051157406052475,-8.731891855904667
human: uncertain,-8.929672059912106,3.19152805098471
human: urgent,-6.2024223801369125,1.5096703084881353
human: worried,-8.950804307700784,6.174020146567653
gpt: admiring,0.8412115529060039,-5.29939215134817
gpt: affectionate,4.578430382219721,-6.764199747204731
gpt: angry,-7.30997789522486,3.2968754265049554
gpt: annoyed,-9.079370373041991,5.9155600138594675
gpt: anxious,4.011595395005319,10.299602370016077
gpt: apologetic,-0.4973852775732401,0.06557456233367892
gpt: appreciative,-2.5444634407797326,-12.018710004638535
gpt: concerned,0.9708432052066986,13.206784416146478
gpt: confused,0.5413864139719009,6.052184877998495
gpt: curious,4.236165615371743,4.53907513386745
gpt: defensive,-9.396502346322295,3.0327022662151877
gpt: descriptive,7.528121908336252,-0.2976865671040198
gpt: desperate,-0.8739458808028737,9.625972805263768
gpt: disappointed,-5.275204415218551,5.879428258979247
gpt: encouraging,-1.3164681233858484,-5.777208609802103
gpt: excited,13.829889003176588,-7.369245874212083
gpt: friendly,3.2360623357264524,-15.687142960252544
gpt: frustrated,-6.649488460206594,8.638447960666097
gpt: grateful,-5.315021375493939,-8.857409830068862
gpt: happy,11.248531489965599,-13.481512292482433
gpt: indignant,-9.689323208122747,3.769783475065272
gpt: irritated,-8.280960571667249,6.66063723639031
gpt: joyful,11.741362536616036,-11.77287696750298
gpt: nostalgic,4.2983039158394885,-1.0454639024092103
gpt: pleased,8.32140718275684,-16.133686404469902
gpt: proud,-0.013237898222538895,-1.796709032881099
gpt: reassuring,-1.0602565039385665,-1.4962224592942932
gpt: reflective,6.101527364070696,1.5542362817486464
gpt: relieved,-4.446579781122186,-5.95759067270354
gpt: resigned,-3.2265513298516213,4.885285130446954
gpt: sad,1.483664109762506,3.482195557882605
gpt: sarcastic,-8.964296743629722,-2.6478352054174232
gpt: shocked,-11.487643269373573,-1.3652717478151761
gpt: skeptical,-5.608144927163873,3.042206691315148
gpt: surprised,13.497225702914717,3.055251765167933
gpt: sympathetic,1.666547156040285,1.6660933152219681
gpt: thankful,-6.04661186107835,-9.309219402380299
gpt: uncertain,5.800566328735823,8.763825774305628
gpt: urgent,0.417133638726472,8.425485924239881
gpt: worried,2.7314584448712087,11.220174588352151
