,0,1
human: admiring,-7.051474856649481,4.137172046335991
human: affectionate,-10.18279979779184,0.6212261079679546
human: angry,3.7044141286226338,-8.268503224238513
human: annoyed,7.338764236820764,-7.8826629049643175
human: anxious,8.555718978408157,0.5303743989896058
human: apologetic,-0.984713100883875,-7.577649445060203
human: appreciative,-9.482727129385854,6.802667493361716
human: concerned,2.0441275266385768,-11.395126443129186
human: confused,6.274407336118303,-3.373335230687824
human: curious,-5.618678020035791,-7.415314573164278
human: defensive,2.497420510911901,-6.218414937571686
human: descriptive,2.3528588264553236,7.854578493792137
human: desperate,7.10203972778368,-0.9213421901978216
human: disappointed,5.712360876583224,-9.320524787530445
human: encouraging,-7.609397979099616,2.1657606511823118
human: excited,-2.8914858525148515,12.067324286686329
human: friendly,-11.386289372581569,4.258477871328037
human: frustrated,9.456635359087755,-6.339117875700487
human: grateful,-7.4216029353684325,7.981395264166164
human: happy,-6.919224932079825,12.020969346400866
human: indignant,3.855943583459635,-6.822366270744095
human: irritated,8.427782014561448,-7.580540948930495
human: joyful,-7.558153610004476,11.289852758881345
human: nostalgic,-5.6848841605463925,-4.140807967574262
human: pleased,-9.029093072829339,9.995020683843963
human: proud,-3.7666396922992362,4.62725860595829
human: reassuring,-5.158898862638216,1.2376170943091354
human: reflective,4.219648584756262,7.3534893988051495
human: relieved,-7.167797660301209,-0.8284767291605322
human: resigned,3.653643761685741,-3.419267398617947
human: sad,6.017174393358331,-5.10874597869531
human: sarcastic,-1.4478705636171305,-6.369351857624588
human: shocked,5.749052314034369,4.2385706003274795
human: skeptical,1.242314540086279,-4.086552103610598
human: surprised,2.4245875498326246,4.471107070020694
human: sympathetic,-2.258905269633615,-3.5604552481122194
human: thankful,-5.762542663047603,9.079255035149316
human: uncertain,9.413961376487702,-1.9469852809623553
human: urgent,6.530933829382343,1.9989184844047907
human: worried,10.864447256968647,0.1053879519608145
gpt: admiring,-5.796284147563101,1.5637506269238861
gpt: affectionate,-10.062833595953954,-1.6810203814958755
gpt: angry,6.02327452463817,-14.2804117454614
gpt: annoyed,11.138201985848333,-12.352965947073816
gpt: anxious,9.662676046661474,4.122683681354269
gpt: apologetic,-5.4253991477321915,-8.267002701377821
gpt: appreciative,-7.5323933507098095,5.928938668761303
gpt: concerned,-3.541069322264306,-12.99129112356455
gpt: confused,5.460373459740473,1.0749207749163305
gpt: curious,-8.212947828617803,-4.455685830841209
gpt: defensive,-0.39348472580903027,-0.9486558533829088
gpt: descriptive,3.1962774038329833,8.448744233191878
gpt: desperate,7.35984672071797,1.4636051244668833
gpt: disappointed,7.15384294510633,-13.284577726934039
gpt: encouraging,-8.60430524560955,-0.2698011674801197
gpt: excited,-2.472542740917894,10.207588699841128
gpt: friendly,-10.521288904857443,0.9900273336707953
gpt: frustrated,14.820644506596143,-10.20553741602441
gpt: grateful,-5.947985598455274,5.875007693246865
gpt: happy,-5.799912918333274,9.955100544988806
gpt: indignant,4.18962334212142,-3.6549264852060745
gpt: irritated,11.91779505017493,-12.512377422744628
gpt: joyful,-6.257740463025561,9.573844995545889
gpt: nostalgic,-8.457357855888572,-3.573426367488616
gpt: pleased,-9.869295551910751,8.95479231970395
gpt: proud,-2.1636192531156073,5.969253840358184
gpt: reassuring,-5.633831272182791,0.4303970973091831
gpt: reflective,5.706375626741494,8.655746554112502
gpt: relieved,-8.599535646717177,-1.981507217862683
gpt: resigned,1.4615011802902584,2.174765508196982
gpt: sad,5.104709617403202,-0.8601148169243384
gpt: sarcastic,-4.012576496321554,-6.319702101124548
gpt: shocked,4.669732729191842,6.583076972283468
gpt: skeptical,-0.10026057084367022,0.20537397709866206
gpt: surprised,0.8570605076579153,5.451324892460501
gpt: sympathetic,-5.134035448008866,-1.3712346195274656
gpt: thankful,-1.95005658762125,6.963342278721632
gpt: uncertain,11.893176736135114,-1.5307010830514212
gpt: urgent,5.329566423588093,4.255503915019623
gpt: worried,10.489020685277893,1.4322680277982907
